Index,Text
102,"Don't have nothing to say to you, stranger."
105,I wonder if there's any more Imperials hiding down here somewhere.
106,"Once we have the Lexicon, we'll need to take it to its podium. I know what to do from there. Soon the Lexicon's knowledge will be mine."
107,Ah! You've retrieved the Horn of Jurgen Windcaller.
109,"I know it's what everyone says, ""To go to new places and see the world."" But it's true in my case... I never bargained on seeing more than I liked."
110,The Agent of Stealth is the master of remaining unseen. They are able to manipulate the darkness and use it to their advantage.
114,"Oh, well... You seem to already have assistance. Surely you mean to remain inconspicuous..."
116,"Yeah, yeah, dog gets master, master gets cosmic axe, everyone's happy. Just get over here, mutt."
117,The Temple of Divines is always open for worshipers.
118,Warrens ain't for you. Trust me.
121,"There he devours the souls of the heroic dead to feed his power. You must find his portal to Sovngarde before he returns, stronger than ever."
124,There's a mass of the Falmer in this chamber. We can sneak through or take them down... I don't care. As long as we get to Mercer.
128,Zah!
130,Thank you. Your Shield-Siblings have withdrawn to the Underforge. I think they're waiting for you.
131,"Oh, I think you dropped this. Some kind of note. Looks important."
134,This woman is going to take you to Markarth. Are you ready?
136,Very little. You have my word on that. The Night Mother represents a chapter in the Dark Brotherhood's history that has long since been closed.
138,"They were said to be quite fond of ritual sacrifices. So fond, in fact, that the high priest spent a great deal of time sharpening the dagger."
139,Names no longer matter. You may refer to me as The Caller.
145,I've waited an eternity for this day.
147,Out of my sight! 
148,"I am a child of Hammerfell, born of the sands of the mighty Alik'r. In that great desert, blood is a shade of crimson I can scarce describe."
151,"Then it's decided. When this is all over and Delvin's contacts assure me that we've regained our footing in Skyrim, we'll handle the details."
152,"The beds and beer are both lousy, you ask me."
154,May the road favor the foolish...
157,War is not new to Falkreath. You have only to stand in our cemetery to see that. 
158,"You might be able to trap him there, exactly."
161,"100 gold will secure my release. You can afford that, can't you?"
164,What's this nonsense I've been hearing? How dare you call Bolli a deadbeat!
166,Urag can be very helpful. Just don't antagonize him.
168,He moved in with her the day after the fire. Even I find that suspicious.
172,"Enough posturing, Tullius. If you came to talk, let's get on with it."
173,Oh? I hadn't noticed.
174,Your objective is Fort Greymoor.
176,"My daughter's driving me crazy, so forgive me if I'm a bit on edge."
179,How rude! Can't be bothered to host an old friend for a decade or two.
181,The people of Skyrim have no appreciation for what we do here. Not that I care.
184,Ready to do this?
185,"Come on, show an old man what you got!"
190,"But they are no match for Legionnaires. You are the best and the brightest warriors in Tamriel. Professional soldiers, fearless and devastating."
200,"Try not to judge Falkreath too harshly, visitor - the war has been hard on us."
202,Please forgive my mood. I'm still coming to terms with my daughter's death.
203,"I was a barmaid at the Winking Skeever when I met my husband, rest his soul. Wasn't for him, I'd still be working there!"
204,Walk always in the shadow of Sithis.
207,"I know, I was late. I'm sorry."
208,The degeneracy of the Empire is on display here in this room.
211,"Persistent aren't you? Oh, very well. Who am I to stand in the way of curiosity?"
212,My only regret is that you had to undertake this task alone.
213,You're wrong! Sibbi and I are in love and you're just jealous!
214,I'm not sticking around to fight a dragon!
215,"There was a fight down in the Ratway, but reports are... sketchy. Some say it was Thalmor Agents, others say Thieves Guild. Some say it was both."
218,"I think I heard someone mention it was underneath the Temple of Dibella, in the big crag in the center of the city."
220,"Begging your pardon milady... I know these have something to do with Dibella, but whatever are they for?"
222,Why do you even need to ask? They treat your people as bad as they do mine.
223,"The Empire will withdraw its troops from Winterhold, allowing Jarl Korir to return from exile."
227,That's a fine potion you've put together.
230,I have every right to be at this negotiation. I need to ensure that nothing is agreed to here that violates the terms of the White-Gold Concordat.
231,You do indeed have the power. I'm impressed.
233,Exactly! And now I have to stare at these bars for eight months. Can you believe it?
238,Help! Someone's being attacked!
239,"So, Maven wants to hunt down Sabjorn's private partner, huh?"
240,He fed his entire family with the gold he made using that weapon. I'm not about to let it gather dust in some thief's trophy room.
243,You know. Where do you get your goods? I am always amazed at how you manage to sell things so cheaply.
244,"But why? Why, pray tell, have I received word that Anton Virane is still walking around Markarth, hale and healthy as the day he was born?"
247,"Good, good. It's honest work, son. No shame in that."
248,"I just finished giving my old war companion, Berit, a proper burial by fire. Old hard head hated the idea of being lost cold in the ground."
249,Do some people look down on me? Have I made some enemies? You're damn right.
251,"Walk away! Let poor Cicero live! Tell the pretender Astrid you did the job! Stabbed, strangled, drowned poor Cicero! One little itty bitty lie!"
252,Maybe you just aren't up to the challenge...
253,You may go now...
254,"I'll round up what men I can, and meet you outside Northwatch Keep. We'll get in and out as fast as possible."
256,We're particularly interested in the prevalence of magical seals placed on the tombs here. It's rather unlike anything we've encountered.
259,It's not hard to fit in and make friends when you have the coin to make it happen.
260,An Orc follows to the death.
262,"You can offer, but I may not buy."
263,"Hm? Sorry, just thinking about my experiments."
264,"Talen my friend, up for some fishing this week?"
265,"The sound of our fury is a storm about to break on the heads of our enemies. Our friendship, a cloak of true brotherhood for all who would wear it."
266,The lass seems to think old Mercer is pulling a fast one on us... leading us here and letting the dwarven constructs wear us down.
269,"If you want to make the most of your investment, you'll come here to sell your goods."
273,A trick of the dark perhaps?
275,You monster!  I'll kill you for this!
280,Are you kidding me? I fought off all those bandits. I'm not afraid of you.
281,More than you'll ever realize. The poison on that arrow took me a year to perfect; I only had enough for a single shot.
283,"The Dark Brotherhood is on the rise again, Listener. I can feel it."
284,"Morthal, capital of Hjaalmarch hold. Not quite in the same league as Solitude or Whiterun, but a nice enough place if you like swamps."
285,"Is that confidence, or bravado? Confidence I can use. Bravado gets soldiers killed. "
286,Thanks!
290,Looking for the blade? You aren't the first!
292,"My Jarl, we need to discuss the state of Markarth's collapsing trade with the other holds."
295,You found it? I've been looking for that blade for months. You took on all those bandits yourself?
301,You handle yourself well. You could make for a decent Shield-Brother.
303,Now let us turn our conversation away from such unpleasantness.
304,"They call themselves the ""Blood Horkers."" "
305,"Go now, with haste. Take my beacon to Mount Kilkreath."
308,"Now, as for your wish... An end to the war, was it?"
309,Hands off. That's my armor now!
311,Like a novice picking an impossible lock or a blind man suddenly turning to face you as you reach for his pocket?
312,"I suppose so. But believe me. Only us servants have a key like that, and its a very expensive looking lock. Really, I wouldn't worry about it."
318,Yeargh!
319,Do you think they will sit idle while a dragon is slaughtering my men and burning my city?
321,"I'm a married man! Hey, where should we live? I guess you could always stay with me."
325,I think not.
326,Are the gods angry with me? 
327,"My father is Alvor, the blacksmith. I'm his assistant. I mean, apprentice."
336,"We need to get word to Jarl Balgruuf in Whiterun to send whatever troops he can. If you'll do that for me, I'll be in your debt."
339,Live for thousands of years!
340,"Who's there? Is that you, father?"
344,Aren't they slow? I can get in and out before you have one swing.
345,"Ah, you're back. I hope you've made some progress on tracking down this Shout we need to defeat Alduin?"
346,Slow's the only way to do it! Work too hard and you'll warp the wood.
350,"Come on, just open."
351,Here's your payment.
353,"Well then ""observe"" from a greater distance. You're making people uncomfortable."
354,"Yes, I recognize it."
358,"Giants don't usually cause problems like this, but these ones are stirred up for some reason."
359,Can you get it open?
360,I certainly do.
362,Want to talk? Go ahead.
363,"No, not that it's any of your business."
364,A few mortals are born with similar abilities -- whether a gift or a curse has been a matter of debate down through the centuries.
366,I've checked with my court and apparently you're fully eligible... there's nothing standing in the way of presenting you the title.
375,"Aye, that it has. Trust me, mum - once you've killed a man from a horse, you'll never want to fight on the ground again. Ain't no goin' back."
376,I've got your back.
381,"Just say the word, mistress."
384,Piss off. I'm busy.
385,"Could you have brought us more wondrous news? Recent events notwithstanding, this is a happy day for us, my friend."
386,"To tell you the truth, Sabjorn isn't much of an owner. Slave driver, sure."
387,Everybody ready? We charge on my signal.
388,"I can't believe this is happening, lad."
389,Perhaps it's because there's no better way to face the cold Skyrim nights than with a belly full of ale?
390,Come on. I'll feel better once we're under cover in Riverwood.
391,I really got myself into it this time.
394,A group of them has holed up in Eastmarch.
395,"But rest assured, citizen. We'll put an end to this uprising... and things will get back to normal soon enough."
400,"With Nurelion gone, I suppose Quintus has taken over business in the White Phial."
403,Dirge! Did you take out the trash like I asked?
405,"Though... Perhaps there's another option. I, umm, I may require further assistance from you."
407,May all your possible futures be bright.
408,"And finally, Sibbi; the worst of all of them. He's in Riften Jail for murder."
411,Think you can steal from me?
413,I'm glad you agree. I was starting to wonder whose side you were on here.
416,It's alright Karliah. You don't have to say a word.
417,"It was a pleasure, thank you."
418,"I have a single one left, quite expensive, but also quite elegant."
421,Find me if you're ever lookin' for some extra coin.
422,Hod! Come here a minute. I need your help with something.
425,What? Filthy assassin! We'll see who lies dead!
428,"Old fort. Abandoned for years. They're like jackals, making their home anywhere they can find."
429,"How about the fact that our farm was attacked by bandits, and that they killed my entire family who didn't even brandish a weapon against them."
430,"If I tell you, you need to promise not to kill me."
432,"I have a buyer with, shall we say, a very odd taste in literature looking for some particular books."
434,"I will watch over you as you slumber to ensure your safety. If I deduce anything is amiss, I will use my arts to bring you back."
435,Nope. Not even close.
436,Not now.
437,"When you told me of your intent to join the Thieves Guild, I honestly didn't think we'd have much to speak about ever again."
438,City of Markarth sure is a beauty. No doubt about that.
440,"I wish I could, milady. Sadly, I haven't sold enough of my own jewelry let alone buy some from you. I'm sorry."
441,Is there... something I can do for you?
443,"Uncivilized, pelt-wearing axe-draggers. It's a wonder they don't still live in a cave like those ancestors they keep boasting about."
448,"Mmmm, careful with that, Nenya, our merchants could be selling weapons to an invading force."
449,"Those who fought the Thalmor in the Great War still see an enemy. But that war is over, and a new day has dawned."
455,This was such a glorious city. But then everything had to change. The Empire came... and my brother was lost...
456,We want compensation for the massacre at Ivarstead.
457,Wonder if any of my ancestors ever walked these halls?
458, 
461,Everyone's been worried since you and Mercer haven't shown up in a while. Brynjolf even went out to find you.
463,"Oh, it's you! Sorry to hear about your imprisonment. I'm sure the guards didn't mean to throw you in jail"
464,"Oh, I have the utmost faith in your success, believe me. So let's begin."
468,Will I need to talk so loudly with my wife when I get married?
470,"Here's to friendship. A gift! If you don't like it, too bad."
471,"Today, she's... well, she's a skeleton. An ancient corpse. But, more importantly, a corpse that's being brought to this Sanctuary by her Keeper."
479,Not now.
480,This warning is passed to you because the Psijic Order believes in you.
482,No. We're completely exposed. Bows and arrows are in short supply. Every building is made of thatch and wood.
483,The mine's always on the verge of collapse. Good thing I'm around to keep it up.
488,Cicero may have overheard me talking to one of the others about the Night Mother. It's possible I was... not entirely respectful.
489,Soldiers! They're everywhere these days. And not a one of them knows how to pick up after themselves.
490,Chop chop!
493,"Die, dragon!"
494,"Vision? What vision are you talking about? Oh, no matter."
496,"No, the dragons are merely the final portent of the End of Days."
500,You what? Oh. That. Good. I hope there was a lot of blood.
504,And there are accounts of your suspicious behavior throughout the city. Now come quietly.
505,"Someone new, perhaps someone looking for me to mix something up for them?"
506,"That's the part that Ulfric's supporters always conveniently forget about. Unless the Empire stands together, the Thalmor will destroy us all."
508,The Arch-Mage is dead! Dead!
516,This looks promising.
518,That museum is a mistake.
519,"Ah, good to see you, brother. Gearing up to kill the Emperor? Exciting times. Exciting times, indeed."
521,"Windhelm. White as bone, and cold as the Void."
524,"If that weapon causes problems for my customers, I cause problems for you. Got it?"
525,Now we'll see if there's anything behind your talk of good faith.
529,"I hold you responsible for this situation. So, you better win me back Riften, or die trying."
530,"Whoever this is, clearly we got off on the wrong foot. Ah, but no worries. This is not the first time I have been bagged and dragged."
535,There's plenty more where that came from. Just give a holler.
536,This is insanity. We never should've come here.
538,"I handle the fishin', numbers and bedlam jobs... the ones with the more personal touch."
541,Thank you. It would mean a lot to me.
542,True Nords never back down!
543,"Thorald did worse. He took action against the Empire, and the Battle-Borns knew it."
545,"That's fine. I have a special occasion coming up, and I'd like to have it."
551,"Then again, Nelacar might know. He's an old-timer from the College, but he has a room here."
553,"Well, nothing. At least not any more. Folk just call me that because of what I used to do."
554,"I think the Bards College might be looking for recruits. You should speak to the head of the college, Viarmo, if you're interested."
555,We sold all those lovely little necklaces you brought me today. Did you make them yourself?
563,"Do not worry, my friend. All is well."
564,Arkay helps us find peace with death.
566,Then the hunger set in. Curiosity. What's the harm in just one bite?
567,Mighty impressive.
569,This had better be the last I hear of you disrespecting my family.
572,"But, as you say, these negotiations may offer a chance for his supporters to gracefully return to the Imperial fold."
573,Take care.
578,"It is especially potent against the undead, and should burn them to a crisp in no time."
580,"We were excavating this old tomb when we opened a chamber full of corpses. The team took one look, turned tail, and ran."
594,"Calixto, someone left an interesting ring in here a few weeks ago. Would you like a look?"
595,"Behold, the future. Behold, the Thalmor!"
597,Bersi still refuses to cooperate. What did you want to do?
599,I can't imagine how exciting it must be like to journey from place to place. You're so lucky!
600,"I'd simply snap my fingers, and everyone in Skyrim would die. War resolved."
602,Stand back. Interrupting an execution is a serious crime.
604,"Off the coast a ways to the east, you'll find the wreck of the Brinehammer. Never know what treasures may still be aboard."
608,The research I've done seems to indicate that Skorm Snow-Strider left part of his journal here after laying siege.
615,"Vex and Delvin are having to turn clients away at this point, it's almost impossible to keep up."
618,What? A dragon? In Helgen?
619,May the Eight guide you to the Phial...
622,Safe travels.
626,The young folks are too happy to break their backs for the Nords. They forget what it was like to swim free.
628,"If you find that sword, please bring it to me."
632, 
637,Call upon me if I can be of any service.
639,"Now they kneel, their ancient mission fulfilled, as the Last Dragonborn contends with Alduin at the end of time."
640,We know what path you've set her on. But she has made a different choice. Paarthurnax is still safe from your malice.
644,"Here, see for yourself. This is the last word I received. I'm telling you, he's gone for good."
645,"He is weak. And no doubt knows it. He's no fool, he'll come, if only to give his troops a chance to refit."
646,They say Ulfric Stormcloak murdered the High King... with his voice! Shouted him apart!
651,"If I ever catch my husband in bed with another woman, he's going to find himself homeless."
652,"Hello, husband. You slept well?"
653,"What can I get for you, ma'am?"
655,I was kidnapped by these bandits weeks ago. They locked me up in the towers near Mistwatch.
657,Perfect. Hopefully this will let us know more about their movement. I think we've got them on the run!
658,Perhaps. But not today.
659,What would Hroggar say if he heard I was drinking with you?
660,"Eh, not so bad."
661,Can you spare any coin?
666,"If we'd all died there, if we'd loosed the thing on the world, who knows what might have happened?"
668,Heard about you and your honeyed words...
669,"Not now, I'm trying to watch this!"
670,And they always come to regret it.
672,"Come out and face me, you coward!"
676,"Aye, that he was. And you sniffed him out because he broke one of the cardinal rules of our business... he got greedy."
677,I can do that! I did it yesterday!
683,"Go. Tell your commanders you have won. I, my family, and my men will be gone before they arrive."
684,The Thalmor take the arrogance of high elves to the extreme - they believe they are the rightful rulers of all of Tamriel.
685,You look suspicious. You better not be one of those damn thieves.
686,Sometimes I wonder if the gods have abandoned us... as we have abandoned them.
689,"The parchment you recovered mentions a ""Gajul-Lei."" According to my sources, that's an old alias used by one of our contacts."
692,Oh? Where?
693,"I suppose it would be inappropriate of me to ask how you obtained this, so I simply won't."
694,"As soon as we can muster our forces, we'll be back."
695,"You must go to the city of Markarth, and speak with the apothecary's assistant. You'll probably find her in The Hag's Cure, when the shop is open."
696,My title is just a formality. I've always been in charge around here.
697,"But I am cursed, it would seem, to live alone."
699,That drum has been in half a dozen famous battles. It's a priceless artifact.
702,"Never mind that. Madena is a good woman, but I have my own reasons for opening this museum, and I'm not changing my mind."
704,You look like someone who can hold their liquor. How about a friendly contest to win a staff?
706,My brother died. Things won't be the same without him.
709,The hags are hateful of anything which grows from the earth. They made the weapon strong against the natural world.
710,"Careful. You spill one drop of silver, I'm taking it out of your hide."
712,"That is correct. What I ask is no small thing, of course. But you represent the Dark Brotherhood. This is... what you do? No?"
713,"When I married Torygg, he promised we'd go to lavish parties just like this. I wish he were here now."
715,"I've finally tracked down the last of the Totems, I think."
716,I would suggest staying on the plates with the Dragonborn symbol.
719,It's been easier lately.
731,"You withdraw from Falkreath, and allow Siddgeir to resume his rightful place as Jarl."
732,I'm too busy tending to the dead to spend my time making more of them.
737,You're someone who can get things done. I like that.
738,Not when there's so much to see!
743,The Empire will pay appropriate compensation for the massacre at Rorikstead.
745,A Light that could illuminate Skyrim and her people.
749,"I'll talk with Jala, dear. I'm sure she'll accept a potato as repayment."
752,We are Lord Boethiah's faithful. Have you come to test your mettle?
756,This can't be happening.
758,"Wujeeta, you really need to stop using that skooma. It's very bad for your health and I wouldn't want to see anything happen to you."
759,What was that?
763,You should talk to Ainethach. He runs the mines. Used to anyway.
765,Come back here!
767,Now that the Empire has been driven from the Reach we can put a stop to the raping of her silver mines. That silver belongs in Skyrim.
768,This looks like the area Agna told me about. She said that the bear would show the way...
769,I suppose you're right. I'm not a fighting man.
770,In the mountains to the northeast. I'll mark it on your map.
773,Thank you for your kindness.
775,Spiced wine for ya? It's a family recipe.
785,One of the ingredients I need to cultivate nirnroot are jazbay grapes... the acidic content of the juice is perfect for the soil.
788,"We've taken to calling her Queen Alfsigr, or just Allie for short. I expect you can name her anything you like once she's yours."
795,Stay close and in plain view. No funny business unless you want a few inches of steel in your belly.
797,"Are you all right? I heard the commotion. Who was Cicero talking to? Where's the accomplice? Reveal yourself, traitor!"
799,We've driven the Imperials out of Whiterun. This is good. Very good. We now control the center. It's a powerful position. One I aim to keep.
800,The Stormcloaks are here. In force. Get down to the front line. This is it. We must hold the city. Move it!
801,"Something you need, you miserable wretch?"
802,I think I can teach you a thing or two.
803,"This is exciting, isn't it?"
810,The execution will proceed as planned.
811,"Things are bad, Igmund. Our forces are barely able to keep the Forsworn in check. Merchants are reporting the loss of more of their shipments."
816,Great work! Get back and report our success. I'll stay here and clean up the mess.
820,"If you wish to hunt with me, your feet need to be quick, and your eyes quicker."
821,"Dawnstar's fate rests in that tiny bottle. The longer we wait, the more damage Vaermina could be doing to those poor people."
822,How do you think? He's a pig. All I am to him is a warm body to lay with.
823,"By Nord custom, once the challenge was issued in court, Torygg had no choice but to accept."
825,"Hmph. Yes. Yes, I believe you are. Very well, then."
828,As do I. It's a puzzling situation.
830,"You there! Serving girl! What's your name, dear?"
835,"Cicero admits, he thought the Listener would be dead by now. Heh. Maybe we could just forget all this? Hmm? Let bygones be bygones? What do you say?"
843,Stick close. This place gives me the creeps.
847,"Oh, okay. I didn't think you'd help me. Nobody ever does."
848,"Thank you, dear. It must be nice to get out of the hall every now and then."
854,I thought it was crystal clear... no one dies on these jobs. Remember that next time you want to get paid.
855,I want to hear about this dragon.
857,I'm gonna go play soldier with a tree!
858,Hey! Wanna play tag?
861,Pack your things and go.
868,"Once you have been rewarded for my assassination, I want you to kill the very person who ordered it. Would you do me this kindness?"
872,"He fancied himself a thief in some sort of a new Guild forming around here. Gave me some valuable information before... well, you know."
873,You're wrong. It is my business. You may be the only one that can stop these dragons.
879,"That's why the inn is called Dead Man's Drink, the farm is called Corpselight Farm, and so on. I suppose it's sort of a running joke."
886,"Your invitation, please."
887,"Ahrk fin Kel lost prodah, do ved viing ko fin krah, tol fod zeymah win kein meyz fundein!"
888,"As you command, my lord. But, the issue could be solved another way."
890,"You promised me, Hjalti. You promised that when we sacked Hroldan, you would make me your sworn brother."
892,"Treasure, that's what! Get off your scaly rump and let's go."
893,"But it was hidden away. Not by the Dwarves, you see. They were already gone. "
894,"That's what you said last week, and the week before that. Now go, before I call a guard."
896,"After years and years of work, I'm closing in on a way to investigate what happened through experimentation."
897,So you know what it's like to have your life in someone else's hands. Why should they get to decide? Isn't judgment for the gods?
902,How do you feel?
909,"You need to be careful in this city. Never know who you can trust, these days."
912,"Whoa, whoa, whoa! Watch the magic!"
916,"Not that I require validation, of course. There are just some - and I shan't name names - who would disagree."
917,"Pilgrim or not, if I were you, I'd move right through our backwards little town."
919,"I'll give you another chance, but watch yourself."
923,"What brings you, wayfarer grim, to wander here, in Sovngarde, souls-end, Shor's gift to honored dead?"
924,"Thank you for the blessing, I'll put this to good use."
926,"There's only the hilt left to collect. Exciting, isn't it?"
933,"Ah, fire. A capricious element. Often deadly, but always exciting."
935,I trust this is something important?
940,I'd better get going.
942,"The guards in Dragonsreach say you've aided the Jarl. On behalf of Whiterun, I thank you."
944,"I don't owe you money, do I?"
947,Good hunting.
949,"Well, I'm quite sure I've never been interrupted like this before... the audacity!..."
951,"And just who in Mara's name are you, anyway? Hmm? Come here, telling me my business. And for what? To help a... a... a fool!"
952,That would be acceptable. You can tell Evette San her shipment will be brought up to Solitude shortly.
953,At this point they don't care what happens to him and neither do I. Best to just kill him and be done with it.
958,"Fine, but this isn't over Madena. We'll talk again."
962,"Head north to Winterhold. There's a College there, they teach magic. Most Nords don't care for them."
964,"Tell him, Ulfric."
965,"""May those above judge me, and those below take me, if I fail in my duty."""
966,"Please, I'm desperate. This is my brother's life! I won't let them take it away!"
971,I have some questions for you. I'm trying to find someone.
980,Get over to Morthal.
983,It ended the war and saved the Empire to fight another day.
988,"If so, the bride will probably address the crowd from the balcony. It overlooks the courtyard."
992,"I'm just a little girl! The Dark Brotherhood killed my mama and papa, and then they took me captive! Please, please help me!"
993,Now I know you've come by for more than just a visit. What did you bring?
994,It would seem our adversary is attempting to take us apart indirectly by angering Maven Black-Briar. Very clever.
996,Hahahaha!
999,No one can save you now!
1005,"Aye. I've worked on a few moorings here and there for it. Most of the ship captains are superstitious about who works on their vessels, though."
1006,I need you on your feet. We're in trouble here.
1007,Interesting... They know more of our plans than I expected...
1010,"If the Night Mother really did give you an order to talk to a contact, we'd be mad to ignore it."
1011,"Have you ever heard of the expression, ""the scale of the Argonian that bit you?"""
1014,"I've thought this through, and it's the only way. She's too far gone, too corrupted by the Hags. At least in death she can be free again."
1015,Only your death or an apology will restore my family's honor. Last chance.
1016,"I'm sure you've made note of who's been the most helpful during your time here, Arch-Mage."
1021,I'll have your head!
1023,"All right. I was going to suggest the Jarl hire someone to sort this mess out, anyway."
1024,Who? You mean that woman who was attacked in the market the other day?
1027,Interesting. Same dragon...
1028,Speak. Khajiit will listen until all the sugars in the world turn sour.
1029,This'll just take a moment...
1030,"Oh gods, my ears!"
1033,Humph. Who's running the Silver-Bloods? You or your brother? You need to tell Thongvor that he should settle this himself or step down.
1047,But I suppose everyone gets the jitters before their wedding. And I did say you could take a bit of time paying me back.
1048,Grew up in a stronghold. Every Orc girl tended the forge at some point.
1051,"The people saw fit to name me Jarl, and I don't intend to let them down."
1052,"Now if you'll excuse me. The East Empire Company has several accounts, and it's up to me to balance them."
1053,Your death will be swift!
1054,Can you tell me more about what you saw?
1058,"Should you prove him guilty or innocent, I will reward you."
1061,"Well, after I fled Morrowind during the eruption, I made my way here... my family had purchased this farm and its all we had left."
1062,"I still can't believe it. You, the Arch-Mage? Never would have guessed it."
1064,"Thank you, friend."
1065,"You'll be doing whatever Galmar tells you to do, and causing as much mayhem as possible for the Empire and any Jarl who supports them."
1074,"I've got a letter and a lot of gold. Something about it being your inheritance? Oh, and... sorry for your loss."
1075,Come on! You know you want what's in that chest. Just walk toward it!
1080,"There is no difference in the dragon tongue between debating and fighting. Shouting comes as naturally to a dragon as breathing, or speaking."
1085,That's a fine potion you've put together.
1088,"You come up to me, fists raised? You looking for a beating?"
1090,You'd be saving my life. Again. I know I probably seemed ungrateful... I've just been so scared. Expecting a knife at my throat any minute.
1093,"You just keep quiet and stay where you are. Soon as my relief arrives, we'll all take a nice little trip."
1098,"I once killed six men, single-handed, while rescuing my brothers-in-arms from ambush by an Imperial patrol."
1105,"My father was a Legionnaire, and his before him. I guess I never considered doing anything else."
1106,The imperial butchers are on their way. Get home and lock your doors!
1107,"I may be new around here, but at least I know how to follow the rules."
1113,"The wood elf may run a stall in the city, but he retreats to the plains outside Whiterun to hunt. Kill him there, and no one will bear witness..."
1117,Ha! I like you.
1120,"Maybe you can help me. You know, by way of making amends for getting me into this mess."
1123,Not too bad. A few of the guests from the upcoming wedding have placed orders.
1128,I'll live to drink another day!
1129,Ride strong.
1133,"Aye, and she's added more traps now as well... A moment of silence for our fallen friend..."
1135,Let me know if there's anything else you need.
1137,I'm on your side!
1141,Yep.
1142,You hear the news? Those damn mages blew up Winterhold! Guess it was just a matter of time...
1143,That's the spirit. By swearing this oath you become one of us. A heroine of the people. A true daughter of Skyrim. A Stormcloak. Repeat after me.
1144,"A wise choice, my friend. After all, what would a common adventurer know about the complexities of finance?"
1150,Here. Some of my best armor. Wear it well.
1154,"Well, I don't know."
1161,"Oh, I shouldn't be surprised if they come 'round. And if you're never seen or heard from agin."
1162,I am indeed Ulfric Stormcloak...
1164,The fall forest makes me miss my childhood; playing among the towering trees in Valenwood and living with my brethren.
1167,"It's a clan of giants. The war is driving them out of their lands, and they've started attacking settlements."
1171,The Blades killed them all centuries ago. Nobody asks to hear that lay anymore.
1172,Talk to me again if you prove yourself to Brynjolf.
1173,"There's a lever, right there in the center. Hurry, before more of them show up!"
1174,Praefect.
1175,It's true that Whiterun is dangerously exposed as long as the Stormcloaks hold Markarth...
1181,"We love you, Grelod. Thank you for your kindness."
1186,"My weapons will someday be as strong as my mother's, and Malacath will be pleased with me."
1189,"Now, you're supposed to get something for your trouble, aren't you? How about some gold? People seem to like that, I notice."
1191,Oh.
1193,"The Imperial City's so far from here, it might as well be on one of the moons. And yet the Empire thinks it can tell us what to do an' how to live."
1195,I hope so. But you'll forgive me if I don't assume that something's true just because the Greybeards say so.
1198,How can I?
1200,"One of the servants had a wonderful idea. Fireproofing Dragonsreach. In case of attack by, um... air."
1202,Perhaps we might share a carriage after the party?
1203,I hope so. I can't stand this city anymore.
1204,"I don't care what you promise. If I tell you the buyer's name and word gets around, it could ruin me!"
1207,"Cookware, knives and other goods for the home, all at reasonable prices!"
1208,Draw the harmonic energy into the reagent or allow it to generate its own field?
1212,Very well.
1214,I'll tell you anything. Anything! Just please stop... hurting me...
1218,"Now, you tell me when you're ready and we'll get started."
